benchmark;queries;location;timestamp;change size;classes;methods;fields;instructions;warmup iterations;measure iterations;results#;times(ms)
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;381;381;2563;900;54712;5;5;0;53.631003;52.783684;57.130757;53.385591;54.647966
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2544;892;54763;5;5;0;1.186608;0.674051;0.668316;0.656544;0.677674
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;891;54763;5;5;0;0.671033;0.700012;0.674957;0.693974;0.711784
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;891;54763;5;5;0;0.78574;0.736536;0.714199;0.85577;0.700615
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;892;54763;5;5;0;0.943913;0.656544;0.652921;0.782419;0.904068
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;892;54763;5;5;0;0.809586;0.679183;0.690352;0.752535;0.722952
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;891;54763;5;5;0;1.28441;0.771854;1.144348;1.175138;0.840074
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;891;54755;5;5;0;0.646583;0.675259;0.84913;0.936065;0.716915
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;380;2542;891;54755;5;5;0;0.8443;0.642054;0.641451;0.761893;0.656242
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;2;378;2516;793;54758;5;5;0;1.171516;0.894408;0.722651;0.650507;0.65926
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;378;2516;793;54758;5;5;0;0.720537;0.736536;0.746497;0.656241;0.700917
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;378;2516;793;54758;5;5;0;0.71933;0.696389;0.671335;0.834942;0.793286
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;2;378;2516;792;54755;5;5;0;0.706652;0.618207;0.728386;0.620622;1.419039
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;378;2516;792;54762;5;5;0;0.710275;0.696087;0.686126;1.408776;0.662581
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;378;2516;792;54763;5;5;0;0.673749;0.866034;0.765514;0.663487;0.658053
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;378;2516;792;54763;5;5;0;0.662882;0.66409;0.768231;0.796304;0.636017
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;377;2512;792;54668;5;5;0;0.648997;0.478145;0.461543;0.639941;0.441922
ASM-database-replay-time;CI_CONFUSED_INHERITANCE;test-data/src/main/resources/vespucci_developer_changes;HH:mm:ss;1;377;2512;792;54761;5;5;0;0.400567;0.413246;0.398152;0.418075;0.394228
