benchmark;queries;location;timestamp;change size;classes;methods;fields;instructions;warmup iterations;measure iterations;results#;times(ms)
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1000000000000;381;381;2563;900;54712;5;5;0;53.83355;53.871584;53.726993;53.509957;53.558557
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310221951171;1;380;2544;892;54763;5;5;0;0.996135;0.984061;1.024811;0.988286;1.013039
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222092902;1;380;2542;891;54763;5;5;0;1.046243;1.038697;1.022094;0.995229;1.001568
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222106662;1;380;2542;891;54763;5;5;0;1.013039;1.019378;1.005191;1.0067;1.063147
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222149889;1;380;2542;892;54763;5;5;0;1.025415;1.015152;1.024812;1.014247;0.999456
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222179578;1;380;2542;892;54763;5;5;0;1.03266;1.023;1.034471;1.029641;1.002474
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222213509;1;380;2542;891;54763;5;5;0;1.021491;1.002474;1.004285;1.002776;1.024509
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222304386;1;380;2542;891;54755;5;5;0;1.023604;1.022396;1.02451;1.049866;1.049564
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222423742;1;380;2542;891;54755;5;5;0;1.007002;1.013341;1.000663;0.996135;1.021793
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222923223;2;378;2516;793;54758;5;5;0;0.7631;0.782419;0.773665;0.77608;0.741366
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222981150;1;378;2516;793;54758;5;5;0;1.00821;1.000965;0.999153;0.996436;1.002172
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310222996331;1;378;2516;793;54758;5;5;0;1.013643;0.991306;1.021189;1.007002;1.023
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223075397;2;378;2516;792;54755;5;5;0;0.696087;0.737442;0.716311;0.725367;0.72416
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223264428;1;378;2516;792;54762;5;5;0;1.020887;0.993117;0.987381;1.019982;0.999154
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223278906;1;378;2516;792;54763;5;5;0;1.001266;1.017869;1.020888;1.027528;1.027227
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223301926;1;378;2516;792;54763;5;5;0;0.990701;1.010926;0.995531;0.9904;1.014246
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223362589;1;377;2512;792;54668;5;5;0;0.459429;0.459128;0.473919;0.488106;0.455807
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223373963;1;377;2512;792;54761;5;5;0;0.444638;0.416565;0.431659;0.412641;0.427131
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223406593;4;377;2512;792;54761;5;5;0;1.851302;1.842246;1.863678;1.838322;1.878167
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223448351;1;377;2512;792;54760;5;5;0;0.447657;0.460637;0.437394;0.445243;0.463051
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223479052;1;377;2512;792;54722;5;5;0;0.44977;0.450072;0.437695;0.431658;0.444337
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223631475;1;377;2513;792;54722;5;5;0;1.017869;1.029641;1.029339;1.022095;1.018774
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223644402;1;377;2512;792;54722;5;5;0;0.992513;1.000059;1.01636;1.01153;1.018171
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223711927;1;377;2512;792;54722;5;5;0;1.016058;1.009417;1.007303;1.01334;1.01002
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223723884;1;377;2512;792;54722;5;5;0;1.03266;0.974401;0.998248;1.000361;1.021491
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310223735942;1;377;2512;792;54722;5;5;0;1.005493;1.00338;1.0067;0.999456;1.033868
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224044114;1;377;2512;792;54722;5;5;0;0.987381;0.988287;0.995833;1.01817;1.0067
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224098938;1;377;2512;792;54722;5;5;0;0.453996;0.432564;0.44011;0.425017;0.430149
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224649323;4;377;2512;791;54547;5;5;0;1.764065;1.796967;1.77644;1.767687;1.829266
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224673965;1;377;2512;791;54547;5;5;0;0.392115;0.382154;0.386077;0.366156;0.379135
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224729809;1;377;2512;791;54612;5;5;0;0.394832;0.395134;0.406303;0.390907;0.406906
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224732796;1;377;2512;791;54644;5;5;0;0.984967;0.963836;0.996437;0.964742;0.981042
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310224741924;1;377;2512;791;54687;5;5;0;0.981646;1.041414;0.981947;0.98225;0.967157
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310225636007;1;377;2512;791;54687;5;5;0;1.040206;1.003379;1.028434;1.009416;1.017868
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310225677872;1;377;2512;791;54687;5;5;0;1.000663;1.01002;1.0067;1.019378;1.005794
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310225697513;1;377;2513;791;54755;5;5;0;0.425319;0.440714;0.434979;0.44645;0.43196
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310227344553;1;376;2492;786;54779;5;5;0;0.837659;0.842489;0.84762;0.810491;0.820453
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310228718311;5;371;2449;767;54779;5;5;0;1.719389;1.791836;1.755914;1.752292;1.758028
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310230255397;2;372;2451;768;54800;5;5;0;1.155215;1.137405;1.109935;1.105106;1.093636
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310230314665;2;371;2449;767;54779;5;5;0;1.111446;1.122614;1.146763;1.119294;1.096956
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310230352247;2;372;2451;768;54800;5;5;0;1.125331;1.138009;1.156724;1.14465;1.153102
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310230685202;2;371;2449;767;54800;5;5;0;1.237019;1.211058;1.200192;1.218907;1.22102
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310240745032;2;371;2449;767;54779;5;5;0;1.109332;1.09756;1.098767;1.090919;1.101484
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310249426887;1;370;2447;767;54784;5;5;0;0.397247;0.40117;0.398152;0.399058;0.394228
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310249732142;1;370;2447;767;54785;5;5;0;1.029641;1.029944;1.007907;1.005794;1.124123
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310306839709;1;370;2447;767;54785;5;5;0;0.36857;0.366457;0.366759;0.37189;0.363137
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310307286638;1;370;2447;767;54795;5;5;0;0.370985;0.38487;0.380645;0.363137;0.374003
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310307378392;1;370;2447;767;54785;5;5;0;0.380645;0.370683;0.367966;0.372494;0.360721
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310309715532;1;371;2448;767;54788;5;5;0;0.251147;0.250845;0.247524;0.246317;0.249637
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310309789725;1;371;2459;767;54803;5;5;0;0.35408;0.345025;0.358911;0.347742;0.368872
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310309853171;1;371;2459;767;54803;5;5;0;0.374607;0.378532;0.403283;0.375814;0.416566
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310309883606;2;371;2459;767;54803;5;5;0;0.385172;0.391511;0.398453;0.398756;0.406303
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310309939885;1;371;2459;767;54804;5;5;0;0.390304;0.395133;0.383965;0.393926;0.398454
ASM-database-replay-time;CO_ABSTRACT_SELF;test-data/src/main/resources/vespucci_developer_changes;1310309957625;1;370;2447;767;54789;5;5;0;0.371589;0.364343;0.358609;0.364042;0.371588
